time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20221011:1210,73557.6,580.22,230.02,11.36,37.18,22.64,0.28,0.0
20221011:1310,29587.2,75.72,238.41,6.06,31.89,22.76,0.55,0.0
20221011:1410,51255.6,377.58,160.91,7.28,24.23,22.42,1.31,0.0
20221011:1510,27920.4,185.91,113.2,4.0,15.01,21.93,2.07,0.0
20221011:1610,5247.6,46.12,31.9,0.98,4.82,21.11,2.0,0.0
20221011:1710,0.0,0.0,0.0,0.0,0.0,20.2,2.07,0.0
20221011:1810,0.0,0.0,0.0,0.0,0.0,19.41,2.07,0.0
20221011:1910,0.0,0.0,0.0,0.0,0.0,19.32,1.72,0.0
20221011:2010,0.0,0.0,0.0,0.0,0.0,18.36,1.86,0.0
20221011:2110,0.0,0.0,0.0,0.0,0.0,17.41,1.86,0.0
20221011:2210,0.0,0.0,0.0,0.0,0.0,16.83,1.86,0.0
20221011:2310,0.0,0.0,0.0,0.0,0.0,16.35,2.0,0.0
20221012:0010,0.0,0.0,0.0,0.0,0.0,15.8,1.93,0.0
20221012:0110,0.0,0.0,0.0,0.0,0.0,15.57,1.93,0.0
20221012:0210,0.0,0.0,0.0,0.0,0.0,15.39,2.0,0.0
20221012:0310,0.0,0.0,0.0,0.0,0.0,15.13,1.86,0.0
20221012:0410,0.0,0.0,0.0,0.0,0.0,14.89,1.86,0.0
20221012:0510,0.0,0.0,0.0,0.0,0.0,14.48,1.93,0.0
20221012:0610,5101.2,26.32,43.33,1.12,6.67,14.5,2.07,0.0
20221012:0710,22748.4,109.46,129.85,3.8,16.68,16.2,1.31,0.0
20221012:0810,45240.0,265.93,197.82,6.91,25.62,18.87,1.72,0.0
20221012:0910,62779.2,418.22,235.14,9.47,32.83,20.55,1.93,0.0
20221012:1010,80572.8,656.55,203.51,11.85,37.53,21.48,2.0,0.0
20221012:1110,0.0,0.0,0.0,0.0,0.0,22.07,1.72,0.0
20221012:1210,74757.6,579.55,228.41,11.26,36.8,22.53,1.17,0.0
20221012:1310,41554.8,181.27,256.22,7.36,31.52,22.68,0.76,0.0
20221012:1410,29617.2,121.09,191.55,5.3,23.89,22.44,1.17,0.0
20221012:1510,8092.8,11.01,87.1,2.05,14.68,22.0,1.17,0.0
20221012:1610,2079.6,11.5,25.16,0.63,4.51,21.15,0.9,0.0
20221012:1710,0.0,0.0,0.0,0.0,0.0,19.67,1.24,0.0
20221012:1810,0.0,0.0,0.0,0.0,0.0,18.63,1.86,0.0
20221012:1910,0.0,0.0,0.0,0.0,0.0,18.31,1.38,0.0
20221012:2010,0.0,0.0,0.0,0.0,0.0,17.6,1.72,0.0
20221012:2110,0.0,0.0,0.0,0.0,0.0,17.18,1.72,0.0
20221012:2210,0.0,0.0,0.0,0.0,0.0,16.93,1.79,0.0
20221012:2310,0.0,0.0,0.0,0.0,0.0,16.59,1.86,0.0
20221013:0010,0.0,0.0,0.0,0.0,0.0,16.25,1.59,0.0
20221013:0110,0.0,0.0,0.0,0.0,0.0,15.93,1.38,0.0
20221013:0210,0.0,0.0,0.0,0.0,0.0,15.36,1.38,0.0
20221013:0310,0.0,0.0,0.0,0.0,0.0,14.96,1.52,0.0
20221013:0410,0.0,0.0,0.0,0.0,0.0,14.7,1.52,0.0
20221013:0510,0.0,0.0,0.0,0.0,0.0,14.29,1.52,0.0
20221013:0610,10591.2,86.3,47.15,1.52,6.44,13.76,1.66,0.0
20221013:0710,36855.6,275.8,104.96,4.88,16.43,15.87,1.38,0.0
20221013:0810,57345.6,439.84,150.92,7.91,25.34,18.17,1.45,0.0
20221013:0910,72500.4,591.17,177.17,10.4,32.52,19.82,1.17,0.0
20221013:1010,80911.2,688.97,191.38,11.97,37.17,21.16,0.97,0.0
20221013:1110,81769.2,704.23,202.63,12.36,38.56,21.91,0.48,0.0
20221013:1210,79048.8,666.7,196.38,11.68,36.43,22.33,0.97,0.0
20221013:1310,57308.4,367.05,237.94,8.78,31.16,22.38,1.17,0.0
20221013:1410,34119.6,165.95,193.09,5.69,23.55,22.28,0.9,0.0
20221013:1510,21208.8,115.8,114.72,3.37,14.36,21.93,2.28,0.0
20221013:1610,2608.8,18.34,25.75,0.67,4.21,20.9,2.62,0.0
20221013:1710,0.0,0.0,0.0,0.0,0.0,19.94,2.07,0.0
20221013:1810,0.0,0.0,0.0,0.0,0.0,19.21,2.28,0.0
20221013:1910,0.0,0.0,0.0,0.0,0.0,19.06,2.34,0.0
20221013:2010,0.0,0.0,0.0,0.0,0.0,17.94,1.72,0.0
20221013:2110,0.0,0.0,0.0,0.0,0.0,17.36,1.45,0.0
20221013:2210,0.0,0.0,0.0,0.0,0.0,16.52,1.59,0.0
20221013:2310,0.0,0.0,0.0,0.0,0.0,15.91,1.79,0.0
20221014:0010,0.0,0.0,0.0,0.0,0.0,17.49,1.03,0.0
20221014:0110,0.0,0.0,0.0,0.0,0.0,17.83,0.41,0.0
20221014:0210,0.0,0.0,0.0,0.0,0.0,17.51,0.21,0.0
20221014:0310,0.0,0.0,0.0,0.0,0.0,17.15,0.69,0.0
20221014:0410,0.0,0.0,0.0,0.0,0.0,15.18,1.24,0.0
20221014:0510,0.0,0.0,0.0,0.0,0.0,14.13,1.52,0.0
20221014:0610,5050.8,28.25,41.14,1.06,6.21,13.99,1.52,0.0
20221014:0710,25664.4,140.76,126.6,3.94,16.18,15.61,1.52,0.0
20221014:0810,54411.6,398.31,161.55,7.56,25.05,18.5,1.52,0.0
20221014:0910,63340.8,432.48,227.95,9.39,32.2,19.8,1.52,0.0
20221014:1010,45006.0,173.8,294.78,8.19,36.82,20.82,1.1,0.0
20221014:1110,74749.2,549.26,255.68,11.36,38.19,21.51,1.1,0.0
20221014:1210,47356.8,200.62,292.51,8.35,36.05,21.82,1.66,0.0
20221014:1310,37758.0,145.42,247.51,6.81,30.8,21.79,1.66,0.0
20221014:1410,50838.0,374.39,155.93,6.97,23.21,21.59,1.59,0.0
20221014:1510,33174.0,260.43,94.22,4.19,14.04,21.09,1.38,0.0
20221014:1610,2450.4,19.6,23.03,0.61,3.9,20.48,0.9,0.0
20221014:1710,0.0,0.0,0.0,0.0,0.0,19.03,0.97,0.0
20221014:1810,0.0,0.0,0.0,0.0,0.0,18.37,0.97,0.0
20221014:1910,0.0,0.0,0.0,0.0,0.0,19.41,0.48,0.0
20221014:2010,0.0,0.0,0.0,0.0,0.0,18.99,0.62,0.0
20221014:2110,0.0,0.0,0.0,0.0,0.0,17.67,1.03,0.0
20221014:2210,0.0,0.0,0.0,0.0,0.0,15.64,1.52,0.0
20221014:2310,0.0,0.0,0.0,0.0,0.0,15.81,1.31,0.0
20221015:0010,0.0,0.0,0.0,0.0,0.0,16.91,0.9,0.0
20221015:0110,0.0,0.0,0.0,0.0,0.0,15.69,1.17,0.0
20221015:0210,0.0,0.0,0.0,0.0,0.0,14.9,1.31,0.0
20221015:0310,0.0,0.0,0.0,0.0,0.0,13.98,1.66,0.0
20221015:0410,0.0,0.0,0.0,0.0,0.0,13.85,1.72,0.0
20221015:0510,0.0,0.0,0.0,0.0,0.0,13.72,1.59,0.0
20221015:0610,3357.6,14.66,34.9,0.85,5.98,13.53,1.66,0.0
20221015:0710,12231.6,28.56,107.43,2.64,15.93,15.89,1.72,0.0
20221015:0810,27976.8,95.59,192.99,5.14,24.77,17.6,1.72,0.0
20221015:0910,18373.2,11.17,185.75,4.31,31.88,18.68,1.52,0.0
20221015:1010,11451.6,0.0,130.18,2.95,36.46,19.72,1.45,0.0
20221015:1110,6993.6,0.0,86.19,1.95,37.82,20.7,1.52,0.0
20221015:1210,8587.2,0.0,102.35,2.32,35.68,21.03,1.66,0.0
20221015:1310,14702.4,3.26,159.36,3.64,30.44,20.7,1.72,0.0
20221015:1410,7612.8,0.0,92.47,2.09,22.87,20.77,1.52,0.0
20221015:1510,17113.2,81.29,107.31,2.93,13.73,20.3,1.17,0.0
20221015:1610,1540.8,10.53,19.57,0.49,3.6,20.04,0.69,0.0
20221015:1710,0.0,0.0,0.0,0.0,0.0,19.82,0.55,0.0
20221015:1810,0.0,0.0,0.0,0.0,0.0,18.75,1.1,0.0
20221015:1910,0.0,0.0,0.0,0.0,0.0,19.6,0.55,0.0
20221015:2010,0.0,0.0,0.0,0.0,0.0,19.61,0.41,0.0
20221015:2110,0.0,0.0,0.0,0.0,0.0,19.27,0.41,0.0
20221015:2210,0.0,0.0,0.0,0.0,0.0,18.89,0.62,0.0
20221015:2310,0.0,0.0,0.0,0.0,0.0,18.24,0.83,0.0
20221016:0010,0.0,0.0,0.0,0.0,0.0,16.77,1.17,0.0
20221016:0110,0.0,0.0,0.0,0.0,0.0,15.87,1.45,0.0
20221016:0210,0.0,0.0,0.0,0.0,0.0,15.71,1.72,0.0
20221016:0310,0.0,0.0,0.0,0.0,0.0,15.83,1.93,0.0
20221016:0410,0.0,0.0,0.0,0.0,0.0,15.97,2.07,0.0
20221016:0510,0.0,0.0,0.0,0.0,0.0,15.88,2.0,0.0
20221016:0610,2728.8,10.16,32.31,0.77,5.75,15.88,1.86,0.0
20221016:0710,32228.4,220.98,112.09,4.31,15.67,16.58,2.41,0.0
20221016:0810,48963.6,316.14,181.41,6.93,24.49,17.96,2.34,0.0
20221016:0910,66158.4,472.89,212.63,9.45,31.56,18.96,1.86,0.0
20221016:1010,73000.8,530.11,242.55,10.77,36.11,20.3,1.52,0.0
20221016:1110,66534.0,426.55,283.36,10.4,37.45,21.31,0.9,0.0
20221016:1210,74430.0,599.12,213.91,10.97,35.31,21.85,0.48,0.0
20221016:1310,38059.2,156.02,244.37,6.79,30.09,22.0,0.48,0.0
20221016:1410,41030.4,252.72,179.04,6.08,22.54,21.99,0.62,0.0
20221016:1510,15825.6,72.93,104.09,2.78,13.42,21.71,0.83,0.0
20221016:1610,164.4,0.0,8.98,0.2,3.31,21.12,1.03,0.0
20221016:1710,0.0,0.0,0.0,0.0,0.0,19.83,1.1,0.0
20221016:1810,0.0,0.0,0.0,0.0,0.0,18.8,1.24,0.0
20221016:1910,0.0,0.0,0.0,0.0,0.0,18.14,1.59,0.0
20221016:2010,0.0,0.0,0.0,0.0,0.0,18.42,1.17,0.0
20221016:2110,0.0,0.0,0.0,0.0,0.0,19.06,0.83,0.0
20221016:2210,0.0,0.0,0.0,0.0,0.0,19.03,0.69,0.0
20221016:2310,0.0,0.0,0.0,0.0,0.0,18.37,0.9,0.0
20221017:0010,0.0,0.0,0.0,0.0,0.0,17.23,1.1,0.0
20221017:0110,0.0,0.0,0.0,0.0,0.0,15.82,1.52,0.0
20221017:0210,0.0,0.0,0.0,0.0,0.0,15.37,1.79,0.0
20221017:0310,0.0,0.0,0.0,0.0,0.0,15.14,1.66,0.0
20221017:0410,0.0,0.0,0.0,0.0,0.0,15.55,1.24,0.0
20221017:0510,0.0,0.0,0.0,0.0,0.0,16.56,0.97,0.0
20221017:0610,6267.6,50.23,35.7,1.08,5.52,15.75,1.1,0.0
20221017:0710,32962.8,235.3,108.53,4.33,15.42,16.78,0.97,0.0
20221017:0810,55000.8,421.69,149.94,7.44,24.2,19.73,1.24,0.0
20221017:0910,70316.4,570.54,176.22,9.88,31.24,21.21,1.31,0.0
20221017:1010,80331.6,691.96,180.48,11.54,35.76,22.38,1.31,0.0
20221017:1110,79951.2,668.85,205.93,11.71,37.08,23.16,1.17,0.0
20221017:1210,77883.6,692.1,174.07,11.34,34.94,23.56,0.41,0.0
20221017:1310,65781.6,539.81,176.84,9.35,29.74,23.64,0.34,0.0
20221017:1410,51454.8,407.74,139.11,6.85,22.21,23.53,0.9,0.0
20221017:1510,25620.0,176.73,102.76,3.45,13.11,23.12,1.1,0.0
20221017:1610,1341.6,12.39,15.99,0.41,3.01,22.31,1.38,0.0
20221017:1710,0.0,0.0,0.0,0.0,0.0,20.81,1.45,0.0
20221017:1810,0.0,0.0,0.0,0.0,0.0,19.21,1.52,0.0
20221017:1910,0.0,0.0,0.0,0.0,0.0,20.81,0.83,0.0
20221017:2010,0.0,0.0,0.0,0.0,0.0,20.15,0.97,0.0
20221017:2110,0.0,0.0,0.0,0.0,0.0,19.81,0.69,0.0
20221017:2210,0.0,0.0,0.0,0.0,0.0,19.33,0.14,0.0
20221017:2310,0.0,0.0,0.0,0.0,0.0,18.96,0.14,0.0
20221018:0010,0.0,0.0,0.0,0.0,0.0,18.62,0.28,0.0
20221018:0110,0.0,0.0,0.0,0.0,0.0,18.21,0.55,0.0
20221018:0210,0.0,0.0,0.0,0.0,0.0,17.71,0.9,0.0
20221018:0310,0.0,0.0,0.0,0.0,0.0,17.1,1.03,0.0
20221018:0410,0.0,0.0,0.0,0.0,0.0,15.12,1.31,0.0
20221018:0510,0.0,0.0,0.0,0.0,0.0,13.91,1.38,0.0
20221018:0610,4240.8,27.57,33.45,0.89,5.28,13.76,1.31,0.0
20221018:0710,30961.2,209.0,112.01,4.1,15.16,15.65,1.31,0.0
20221018:0810,54180.0,403.76,155.4,7.28,23.92,17.94,1.03,0.0
20221018:0910,67849.2,525.96,192.39,9.57,30.92,19.64,0.83,0.0
20221018:1010,77088.0,627.54,205.03,11.12,35.41,21.01,0.97,0.0
20221018:1110,81732.0,694.23,194.44,11.75,36.71,21.81,1.24,0.0
20221018:1210,80473.2,700.27,170.13,11.3,34.58,22.13,1.45,0.0
20221018:1310,68109.6,547.63,173.25,9.31,29.39,22.26,1.72,0.0
20221018:1410,50227.2,375.11,148.42,6.6,21.89,22.05,1.93,0.0
20221018:1510,23950.8,157.61,101.78,3.25,12.8,21.53,1.86,0.0
20221018:1610,913.2,9.07,13.02,0.33,2.72,20.74,1.38,0.0
20221018:1710,0.0,0.0,0.0,0.0,0.0,19.6,1.17,0.0
20221018:1810,0.0,0.0,0.0,0.0,0.0,18.57,0.9,0.0
20221018:1910,0.0,0.0,0.0,0.0,0.0,18.21,0.9,0.0
20221018:2010,0.0,0.0,0.0,0.0,0.0,18.29,0.69,0.0
20221018:2110,0.0,0.0,0.0,0.0,0.0,17.86,0.62,0.0
20221018:2210,0.0,0.0,0.0,0.0,0.0,17.34,0.97,0.0
20221018:2310,0.0,0.0,0.0,0.0,0.0,15.62,1.31,0.0
20221019:0010,0.0,0.0,0.0,0.0,0.0,16.02,1.03,0.0
20221019:0110,0.0,0.0,0.0,0.0,0.0,16.55,0.76,0.0
20221019:0210,0.0,0.0,0.0,0.0,0.0,16.59,0.48,0.0
20221019:0310,0.0,0.0,0.0,0.0,0.0,16.53,0.41,0.0
20221019:0410,0.0,0.0,0.0,0.0,0.0,16.45,0.34,0.0
20221019:0510,0.0,0.0,0.0,0.0,0.0,16.3,0.48,0.0
20221019:0610,4892.4,37.44,32.56,0.91,5.05,16.08,0.69,0.0
20221019:0710,29719.2,195.15,115.69,4.0,14.91,16.26,0.62,0.0
20221019:0810,54372.0,411.16,153.2,7.25,23.64,18.09,0.69,0.0
20221019:0910,70476.0,577.79,175.98,9.82,30.6,19.47,0.48,0.0
20221019:1010,78450.0,672.39,191.38,11.34,35.06,20.56,0.21,0.0
20221019:1110,80874.0,702.15,194.66,11.77,36.35,21.52,0.34,0.0
20221019:1210,80776.8,718.37,166.83,11.38,34.21,22.17,0.9,0.0
20221019:1310,69712.8,585.88,160.08,9.45,29.05,22.48,1.24,0.0
20221019:1410,52100.4,411.51,137.48,6.73,21.57,22.52,1.24,0.0
20221019:1510,26666.4,192.0,96.94,3.37,12.5,22.22,1.59,0.0
20221019:1610,472.8,5.03,10.08,0.24,2.43,21.27,2.34,0.0
20221019:1710,0.0,0.0,0.0,0.0,0.0,19.96,2.41,0.0
20221019:1810,0.0,0.0,0.0,0.0,0.0,19.09,2.07,0.0
20221019:1910,0.0,0.0,0.0,0.0,0.0,18.69,2.14,0.0
20221019:2010,0.0,0.0,0.0,0.0,0.0,17.96,2.0,0.0
20221019:2110,0.0,0.0,0.0,0.0,0.0,17.17,1.52,0.0
20221019:2210,0.0,0.0,0.0,0.0,0.0,16.66,1.31,0.0
20221019:2310,0.0,0.0,0.0,0.0,0.0,16.02,1.38,0.0
20221020:0010,0.0,0.0,0.0,0.0,0.0,15.33,1.45,0.0
20221020:0110,0.0,0.0,0.0,0.0,0.0,14.91,1.52,0.0
20221020:0210,0.0,0.0,0.0,0.0,0.0,14.42,1.59,0.0
20221020:0310,0.0,0.0,0.0,0.0,0.0,13.92,1.72,0.0
20221020:0410,0.0,0.0,0.0,0.0,0.0,13.68,1.86,0.0
20221020:0510,0.0,0.0,0.0,0.0,0.0,13.34,1.86,0.0
20221020:0610,3482.4,24.12,28.33,0.75,4.82,13.11,1.86,0.0
20221020:0710,33042.0,234.73,105.85,4.13,14.65,15.29,1.86,0.0
20221020:0810,48631.2,320.08,176.9,6.69,23.35,18.73,2.14,0.0
20221020:0910,71006.4,562.4,179.46,9.63,30.29,20.59,2.28,0.0
20221020:1010,78976.8,655.85,194.88,11.14,34.72,22.2,1.59,0.0
20221020:1110,79632.0,656.41,211.58,11.44,35.98,23.29,1.38,0.0
20221020:1210,77673.6,667.5,184.32,10.99,33.86,23.79,1.03,0.0
20221020:1310,55675.2,375.19,222.0,8.21,28.71,23.76,0.48,0.0
20221020:1410,33399.6,179.13,176.42,5.24,21.25,23.51,0.34,0.0
20221020:1510,9403.2,29.8,82.97,2.03,12.2,23.07,0.07,0.0
20221020:1610,114.0,0.0,8.08,0.18,2.15,22.34,0.55,0.0
20221020:1710,0.0,0.0,0.0,0.0,0.0,21.15,0.9,0.0
20221020:1810,0.0,0.0,0.0,0.0,0.0,20.76,0.69,0.0
20221020:1910,0.0,0.0,0.0,0.0,0.0,19.61,1.03,0.0
20221020:2010,0.0,0.0,0.0,0.0,0.0,19.52,0.14,0.0
20221020:2110,0.0,0.0,0.0,0.0,0.0,19.08,0.14,0.0
20221020:2210,0.0,0.0,0.0,0.0,0.0,16.28,1.38,0.0
20221020:2310,0.0,0.0,0.0,0.0,0.0,15.53,1.93,0.0
20221021:0010,0.0,0.0,0.0,0.0,0.0,15.21,1.79,0.0
20221021:0110,0.0,0.0,0.0,0.0,0.0,15.33,1.45,0.0
20221021:0210,0.0,0.0,0.0,0.0,0.0,14.62,1.72,0.0
20221021:0310,0.0,0.0,0.0,0.0,0.0,14.24,2.07,0.0
20221021:0410,0.0,0.0,0.0,0.0,0.0,14.22,2.14,0.0
20221021:0510,0.0,0.0,0.0,0.0,0.0,14.32,2.41,0.0
20221021:0610,1468.8,6.33,21.14,0.51,4.58,14.73,2.48,0.0
20221021:0710,8577.6,13.68,86.73,2.05,14.4,16.52,2.9,0.0
20221021:0810,23328.0,68.15,173.79,4.43,23.07,17.66,3.66,0.0
20221021:0910,19677.6,20.06,188.31,4.43,29.97,19.02,4.07,0.0
20221021:1010,16489.2,3.29,175.52,4.0,34.37,20.28,4.48,0.0
20221021:1110,17176.8,3.28,182.71,4.17,35.62,21.0,4.76,0.0
20221021:1210,4975.2,0.0,65.54,1.48,33.5,21.36,4.21,0.0
20221021:1310,6463.2,0.0,80.8,1.83,28.37,21.32,4.21,0.0
20221021:1410,14078.4,21.96,134.05,3.19,20.93,21.51,4.69,0.0
20221021:1510,5431.2,6.52,63.91,1.48,11.91,21.24,4.07,0.0
20221021:1610,0.0,0.0,3.59,0.08,1.87,20.66,3.72,0.0
20221021:1710,0.0,0.0,0.0,0.0,0.0,20.12,4.14,0.0
20221021:1810,0.0,0.0,0.0,0.0,0.0,19.71,4.0,0.0
20221021:1910,0.0,0.0,0.0,0.0,0.0,19.33,3.93,0.0
20221021:2010,0.0,0.0,0.0,0.0,0.0,19.21,3.38,0.0
20221021:2110,0.0,0.0,0.0,0.0,0.0,18.88,3.52,0.0
20221021:2210,0.0,0.0,0.0,0.0,0.0,18.59,3.52,0.0
20221021:2310,0.0,0.0,0.0,0.0,0.0,18.6,3.66,0.0
20221022:0010,0.0,0.0,0.0,0.0,0.0,18.67,3.79,0.0
20221022:0110,0.0,0.0,0.0,0.0,0.0,18.78,3.72,0.0
20221022:0210,0.0,0.0,0.0,0.0,0.0,18.87,3.66,0.0
20221022:0310,0.0,0.0,0.0,0.0,0.0,19.21,4.28,0.0
20221022:0410,0.0,0.0,0.0,0.0,0.0,19.63,4.9,0.0
20221022:0510,0.0,0.0,0.0,0.0,0.0,19.9,4.83,0.0
20221022:0610,632.4,0.0,16.16,0.37,4.35,20.2,4.83,0.0
20221022:0710,6870.0,7.94,76.66,1.79,14.14,20.16,5.1,0.0
20221022:0810,14515.2,17.65,142.15,3.35,22.78,20.86,4.76,0.0
20221022:0910,39711.6,165.15,239.84,6.71,29.66,21.49,5.17,0.0
20221022:1010,57770.4,315.98,272.84,8.82,34.03,22.06,5.31,0.0
20221022:1110,69648.0,455.69,262.22,10.02,35.27,22.77,4.97,0.0
20221022:1210,54852.0,294.28,269.68,8.49,33.15,23.09,4.48,0.0
20221022:1310,47874.0,264.17,228.19,7.21,28.03,23.05,4.14,0.0
20221022:1410,9409.2,3.7,107.38,2.46,20.62,22.9,3.59,0.0
20221022:1510,10416.0,39.9,82.48,2.05,11.62,22.45,2.76,0.0
20221022:1610,0.0,0.0,5.39,0.12,1.6,21.98,2.48,0.0
20221022:1710,0.0,0.0,0.0,0.0,0.0,21.39,2.55,0.0
20221022:1810,0.0,0.0,0.0,0.0,0.0,20.96,2.9,0.0
20221022:1910,0.0,0.0,0.0,0.0,0.0,20.66,3.24,0.0
20221022:2010,0.0,0.0,0.0,0.0,0.0,20.38,3.38,0.0
20221022:2110,0.0,0.0,0.0,0.0,0.0,20.28,3.52,0.0
20221022:2210,0.0,0.0,0.0,0.0,0.0,20.14,3.66,0.0
20221022:2310,0.0,0.0,0.0,0.0,0.0,19.98,3.38,0.0
20221023:0010,0.0,0.0,0.0,0.0,0.0,19.78,3.17,0.0
20221023:0110,0.0,0.0,0.0,0.0,0.0,19.6,3.03,0.0
20221023:0210,0.0,0.0,0.0,0.0,0.0,19.72,3.03,0.0
20221023:0310,0.0,0.0,0.0,0.0,0.0,19.66,3.1,0.0
20221023:0410,0.0,0.0,0.0,0.0,0.0,19.64,3.03,0.0
20221023:0510,0.0,0.0,0.0,0.0,0.0,19.57,2.97,0.0
20221023:0610,328.8,0.0,11.67,0.26,4.11,19.51,3.03,0.0
20221023:0710,10116.0,26.23,91.02,2.22,13.89,19.86,3.1,0.0
20221023:0810,11770.8,7.13,125.9,2.91,22.5,20.16,3.24,0.0
20221023:0910,15200.4,6.79,159.92,3.68,29.34,20.68,3.72,0.0
20221023:1010,28578.0,56.64,240.42,5.89,33.69,21.47,4.28,0.0
20221023:1110,31521.6,71.48,256.04,6.36,34.91,22.29,3.93,0.0
20221023:1210,29395.2,67.37,239.99,5.95,32.8,22.76,3.66,0.0
20221023:1310,33055.2,121.89,221.63,5.89,27.7,23.05,3.79,0.0
20221023:1410,37028.4,219.08,165.42,5.24,20.31,22.98,3.45,0.0
20221023:1510,16742.4,95.06,91.84,2.5,11.33,22.78,3.31,0.0
20221023:1610,0.0,0.0,0.9,0.02,1.33,22.33,3.17,0.0
20221023:1710,0.0,0.0,0.0,0.0,0.0,21.83,3.17,0.0
20221023:1810,0.0,0.0,0.0,0.0,0.0,21.29,3.17,0.0
20221023:1910,0.0,0.0,0.0,0.0,0.0,20.79,3.79,0.0
20221023:2010,0.0,0.0,0.0,0.0,0.0,20.47,3.79,0.0
20221023:2110,0.0,0.0,0.0,0.0,0.0,20.11,3.24,0.0
20221023:2210,0.0,0.0,0.0,0.0,0.0,19.67,3.24,0.0
20221023:2310,0.0,0.0,0.0,0.0,0.0,19.44,3.66,0.0
20221024:0010,0.0,0.0,0.0,0.0,0.0,19.34,3.86,0.0
20221024:0110,0.0,0.0,0.0,0.0,0.0,19.29,3.66,0.0
20221024:0210,0.0,0.0,0.0,0.0,0.0,19.26,3.03,0.0
20221024:0310,0.0,0.0,0.0,0.0,0.0,19.11,2.83,0.0
20221024:0410,0.0,0.0,0.0,0.0,0.0,18.99,3.1,0.0
20221024:0510,0.0,0.0,0.0,0.0,0.0,18.93,3.31,0.0
20221024:0610,813.6,3.71,15.49,0.37,3.88,18.88,3.45,0.0
20221024:0710,6766.8,8.2,74.94,1.75,13.63,18.73,4.14,0.0
20221024:0810,11076.0,5.4,120.22,2.76,22.22,19.31,4.28,0.0
20221024:0910,22111.2,35.95,196.83,4.73,29.03,20.18,4.07,0.0
20221024:1010,28820.4,58.72,240.97,5.91,33.35,21.44,3.93,0.0
20221024:1110,38287.2,122.18,271.91,7.09,34.56,22.29,4.28,0.0
20221024:1210,76502.4,593.75,200.17,10.16,32.45,22.76,4.62,0.0
20221024:1310,31080.0,105.37,217.73,5.67,27.38,22.87,4.34,0.0
20221024:1410,50432.4,386.45,132.95,6.1,20.01,22.78,4.28,0.0
20221024:1510,18969.6,117.91,91.23,2.58,11.05,22.45,3.93,0.0
20221024:1610,0.0,0.0,0.0,0.0,0.0,21.93,3.86,0.0
20221024:1710,0.0,0.0,0.0,0.0,0.0,21.34,3.59,0.0
20221024:1810,0.0,0.0,0.0,0.0,0.0,20.89,3.03,0.0
20221024:1910,0.0,0.0,0.0,0.0,0.0,20.61,3.72,0.0
20221024:2010,0.0,0.0,0.0,0.0,0.0,20.31,4.0,0.0
20221024:2110,0.0,0.0,0.0,0.0,0.0,19.95,3.72,0.0
20221024:2210,0.0,0.0,0.0,0.0,0.0,19.95,3.45,0.0
20221024:2310,0.0,0.0,0.0,0.0,0.0,19.7,3.38,0.0
20221025:0010,0.0,0.0,0.0,0.0,0.0,19.59,3.1,0.0
20221025:0110,0.0,0.0,0.0,0.0,0.0,19.63,3.38,0.0
20221025:0210,0.0,0.0,0.0,0.0,0.0,19.69,3.52,0.0
20221025:0310,0.0,0.0,0.0,0.0,0.0,19.86,3.17,0.0
20221025:0410,0.0,0.0,0.0,0.0,0.0,19.84,2.48,0.0
20221025:0510,0.0,0.0,0.0,0.0,0.0,19.64,2.14,0.0
20221025:0610,218.4,0.0,9.88,0.22,3.64,19.49,2.14,0.0
20221025:0710,22106.4,129.27,107.73,3.15,13.38,19.97,2.34,0.0
20221025:0810,43070.4,267.5,173.22,5.91,21.94,20.75,3.45,0.0
20221025:0910,73039.2,609.21,151.17,9.37,28.72,21.41,3.1,0.0
20221025:1010,68596.8,479.83,238.56,9.65,33.02,22.13,2.62,0.0
20221025:1110,55699.2,301.65,279.8,8.74,34.21,22.5,2.14,0.0
20221025:1210,14991.6,3.42,163.88,3.74,32.11,23.13,1.59,0.0
20221025:1310,49820.4,306.44,218.24,7.28,27.05,23.43,1.31,0.0
20221025:1410,40904.4,276.0,154.74,5.43,19.71,23.44,1.38,0.0
20221025:1510,16814.4,101.58,87.6,2.4,10.77,23.15,1.45,0.0
20221025:1610,0.0,0.0,0.0,0.0,0.0,22.48,0.97,0.0
20221025:1710,0.0,0.0,0.0,0.0,0.0,21.55,0.83,0.0
20221025:1810,0.0,0.0,0.0,0.0,0.0,20.9,0.83,0.0
20221025:1910,0.0,0.0,0.0,0.0,0.0,20.97,0.34,0.0
20221025:2010,0.0,0.0,0.0,0.0,0.0,20.49,0.0,0.0
20221025:2110,0.0,0.0,0.0,0.0,0.0,20.12,0.48,0.0
20221025:2210,0.0,0.0,0.0,0.0,0.0,19.64,0.48,0.0
20221025:2310,0.0,0.0,0.0,0.0,0.0,19.29,0.41,0.0
20221026:0010,0.0,0.0,0.0,0.0,0.0,18.91,0.69,0.0
20221026:0110,0.0,0.0,0.0,0.0,0.0,16.91,1.24,0.0
20221026:0210,0.0,0.0,0.0,0.0,0.0,16.49,1.24,0.0
20221026:0310,0.0,0.0,0.0,0.0,0.0,15.96,1.38,0.0
20221026:0410,0.0,0.0,0.0,0.0,0.0,15.76,1.66,0.0
20221026:0510,0.0,0.0,0.0,0.0,0.0,15.55,1.86,0.0
