time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20220926:1910,0.0,0.0,0.0,0.0,0.0,19.65,3.72,0.0
20220926:2010,0.0,0.0,0.0,0.0,0.0,19.41,3.72,0.0
20220926:2110,0.0,0.0,0.0,0.0,0.0,19.02,3.66,0.0
20220926:2210,0.0,0.0,0.0,0.0,0.0,18.75,4.21,0.0
20220926:2310,0.0,0.0,0.0,0.0,0.0,18.74,4.48,0.0
20220927:0010,0.0,0.0,0.0,0.0,0.0,18.94,4.76,0.0
20220927:0110,0.0,0.0,0.0,0.0,0.0,18.88,5.45,0.0
20220927:0210,0.0,0.0,0.0,0.0,0.0,18.83,5.45,0.0
20220927:0310,0.0,0.0,0.0,0.0,0.0,18.88,5.72,0.0
20220927:0410,0.0,0.0,0.0,0.0,0.0,18.81,5.45,0.0
20220927:0510,0.0,0.0,0.0,0.0,0.0,18.8,5.59,0.0
20220927:0610,11781.6,79.09,66.76,2.4,9.99,18.9,5.93,0.0
20220927:0710,33969.6,208.64,141.35,5.61,20.32,19.57,5.93,0.0
20220927:0810,50420.4,287.63,217.07,8.19,29.74,19.74,7.17,0.0
20220927:0910,26281.2,28.04,243.1,5.81,37.57,19.8,7.86,0.0
20220927:1010,50541.6,172.6,333.37,9.37,42.89,19.8,7.72,0.0
20220927:1110,77227.2,459.98,317.18,12.4,44.73,19.79,7.52,0.0
20220927:1210,33530.4,49.44,291.84,7.13,42.67,19.95,7.31,0.0
20220927:1310,25609.2,25.59,240.08,5.71,37.18,20.21,6.69,0.0
20220927:1410,30064.8,84.85,223.73,5.93,29.24,20.26,5.93,0.0
20220927:1510,22306.8,83.9,152.3,4.29,19.75,20.18,4.62,0.0
20220927:1610,4454.4,7.92,53.18,1.28,9.39,20.01,3.24,0.0
20220927:1710,0.0,0.0,0.0,0.0,0.0,19.58,2.0,0.0
20220927:1810,0.0,0.0,0.0,0.0,0.0,18.39,0.97,0.0
20220927:1910,0.0,0.0,0.0,0.0,0.0,16.73,1.45,0.0
20220927:2010,0.0,0.0,0.0,0.0,0.0,15.38,1.79,0.0
20220927:2110,0.0,0.0,0.0,0.0,0.0,15.17,2.07,0.0
20220927:2210,0.0,0.0,0.0,0.0,0.0,14.97,2.14,0.0
20220927:2310,0.0,0.0,0.0,0.0,0.0,14.42,2.0,0.0
20220928:0010,0.0,0.0,0.0,0.0,0.0,14.02,1.93,0.0
20220928:0110,0.0,0.0,0.0,0.0,0.0,14.14,1.86,0.0
20220928:0210,0.0,0.0,0.0,0.0,0.0,14.59,1.86,0.0
20220928:0310,0.0,0.0,0.0,0.0,0.0,14.75,2.21,0.0
20220928:0410,0.0,0.0,0.0,0.0,0.0,14.98,2.55,0.0
20220928:0510,0.0,0.0,0.0,0.0,0.0,15.32,2.76,0.0
20220928:0610,3852.0,4.42,49.0,1.16,9.78,16.1,3.03,0.0
20220928:0710,38965.2,285.34,114.56,6.04,20.09,17.21,3.1,0.0
20220928:0810,24739.2,48.11,208.85,5.24,29.47,18.71,3.59,0.0
20220928:0910,19540.8,5.65,201.84,4.63,37.26,19.64,5.31,0.0
20220928:1010,16257.6,0.0,175.97,3.98,42.53,19.96,6.41,0.0
20220928:1110,33433.2,45.28,295.54,7.17,44.34,20.09,7.03,0.0
20220928:1210,5883.6,0.0,74.52,1.69,42.27,20.47,7.52,0.0
20220928:1310,29215.2,45.82,254.42,6.24,36.79,20.35,6.9,0.0
20220928:1410,12326.4,1.45,136.63,3.11,28.87,20.25,6.62,0.0
20220928:1510,3906.0,0.0,53.87,1.22,19.4,19.61,7.1,0.0
20220928:1610,904.8,0.0,19.75,0.45,9.05,19.16,6.9,0.0
20220928:1710,0.0,0.0,0.0,0.0,0.0,18.62,6.83,0.0
20220928:1810,0.0,0.0,0.0,0.0,0.0,18.83,6.55,0.0
20220928:1910,0.0,0.0,0.0,0.0,0.0,19.54,4.9,0.0
20220928:2010,0.0,0.0,0.0,0.0,0.0,18.54,5.38,0.0
20220928:2110,0.0,0.0,0.0,0.0,0.0,19.13,5.79,0.0
20220928:2210,0.0,0.0,0.0,0.0,0.0,19.25,6.41,0.0
20220928:2310,0.0,0.0,0.0,0.0,0.0,19.45,6.97,0.0
20220929:0010,0.0,0.0,0.0,0.0,0.0,19.19,7.38,0.0
20220929:0110,0.0,0.0,0.0,0.0,0.0,19.05,7.17,0.0
20220929:0210,0.0,0.0,0.0,0.0,0.0,18.67,6.62,0.0
20220929:0310,0.0,0.0,0.0,0.0,0.0,18.7,6.55,0.0
20220929:0410,0.0,0.0,0.0,0.0,0.0,18.62,6.48,0.0
20220929:0510,0.0,0.0,0.0,0.0,0.0,18.5,6.21,0.0
20220929:0610,8902.8,46.79,65.23,1.95,9.56,18.54,6.0,0.0
20220929:0710,7959.6,1.44,93.53,2.13,19.85,19.33,6.34,0.0
20220929:0810,23487.6,41.38,203.24,5.04,29.2,19.69,6.34,0.0
20220929:0910,37012.8,98.06,277.13,7.3,36.95,20.04,6.41,0.0
20220929:1010,58358.4,258.55,327.49,10.14,42.18,20.3,7.1,0.0
20220929:1110,83425.2,570.84,274.35,12.88,43.95,20.43,7.38,0.0
20220929:1210,69361.2,390.42,308.62,11.24,41.87,20.43,6.97,0.0
20220929:1310,48225.6,197.54,287.79,8.54,36.41,20.56,6.9,0.0
20220929:1410,28587.6,79.03,215.62,5.67,28.5,20.72,6.41,0.0
20220929:1510,16602.0,43.8,136.57,3.52,19.06,20.38,5.59,0.0
20220929:1610,4657.2,11.72,52.06,1.28,8.72,19.72,5.03,0.0
20220929:1710,0.0,0.0,0.0,0.0,0.0,19.21,4.21,0.0
20220929:1810,0.0,0.0,0.0,0.0,0.0,18.19,3.52,0.0
20220929:1910,0.0,0.0,0.0,0.0,0.0,16.99,1.66,0.0
20220929:2010,0.0,0.0,0.0,0.0,0.0,16.68,1.93,0.0
20220929:2110,0.0,0.0,0.0,0.0,0.0,16.43,1.93,0.0
20220929:2210,0.0,0.0,0.0,0.0,0.0,16.08,2.48,0.0
20220929:2310,0.0,0.0,0.0,0.0,0.0,15.76,2.14,0.0
20220930:0010,0.0,0.0,0.0,0.0,0.0,15.12,1.93,0.0
20220930:0110,0.0,0.0,0.0,0.0,0.0,14.73,1.66,0.0
20220930:0210,0.0,0.0,0.0,0.0,0.0,14.61,1.72,0.0
20220930:0310,0.0,0.0,0.0,0.0,0.0,14.32,1.93,0.0
20220930:0410,0.0,0.0,0.0,0.0,0.0,14.43,2.07,0.0
20220930:0510,0.0,0.0,0.0,0.0,0.0,14.33,2.21,0.0
20220930:0610,8317.2,40.23,63.55,1.83,9.35,14.47,2.48,0.0
20220930:0710,5473.2,0.0,69.13,1.56,19.61,15.58,2.76,0.0
20220930:0810,15264.0,5.76,158.76,3.66,28.93,16.51,3.24,0.0
20220930:0910,15663.6,1.43,167.15,3.8,36.64,16.81,3.45,0.0
20220930:1010,31099.2,40.02,275.77,6.67,41.82,16.51,3.59,0.0
20220930:1110,15384.0,0.0,166.09,3.76,43.56,17.03,3.45,0.0
20220930:1210,18852.0,1.44,198.58,4.51,41.48,17.3,2.48,0.0
20220930:1310,6217.2,0.0,77.21,1.75,36.02,17.37,1.72,0.0
20220930:1410,6388.8,0.0,79.0,1.79,28.14,17.67,2.0,0.0
20220930:1510,7178.4,1.53,85.46,1.95,18.71,17.79,1.72,0.0
20220930:1610,3717.6,6.9,45.89,1.1,8.38,17.56,1.38,0.0
20220930:1710,0.0,0.0,0.0,0.0,0.0,17.18,1.24,0.0
20220930:1810,0.0,0.0,0.0,0.0,0.0,16.96,1.31,0.0
20220930:1910,0.0,0.0,0.0,0.0,0.0,17.28,0.62,0.0
20220930:2010,0.0,0.0,0.0,0.0,0.0,16.46,1.93,0.0
20220930:2110,0.0,0.0,0.0,0.0,0.0,16.1,2.97,0.0
20220930:2210,0.0,0.0,0.0,0.0,0.0,16.33,3.17,0.0
20220930:2310,0.0,0.0,0.0,0.0,0.0,16.16,2.69,0.0
20221001:0010,0.0,0.0,0.0,0.0,0.0,16.01,2.07,0.0
20221001:0110,0.0,0.0,0.0,0.0,0.0,15.44,2.07,0.0
20221001:0210,0.0,0.0,0.0,0.0,0.0,14.88,2.34,0.0
20221001:0310,0.0,0.0,0.0,0.0,0.0,14.51,2.28,0.0
20221001:0410,0.0,0.0,0.0,0.0,0.0,14.29,1.59,0.0
20221001:0510,0.0,0.0,0.0,0.0,0.0,14.71,0.83,0.0
20221001:0610,8820.0,46.03,63.74,1.87,9.13,14.36,1.38,0.0
20221001:0710,35811.6,245.67,125.62,5.57,19.38,15.87,0.69,0.0
20221001:0810,61131.6,489.14,143.13,9.19,28.66,16.97,0.9,0.0
20221001:0910,78243.6,671.53,155.39,11.95,36.32,17.67,1.1,0.0
20221001:1010,68764.8,409.95,303.23,11.32,41.46,18.46,1.93,0.0
20221001:1110,55369.2,226.22,339.32,9.98,43.17,19.21,2.9,0.0
20221001:1210,75738.0,501.11,278.17,11.89,41.08,19.54,3.72,0.0
20221001:1310,59134.8,326.17,272.43,9.57,35.64,19.68,4.48,0.0
20221001:1410,56923.2,394.83,178.92,8.41,27.78,19.48,5.03,0.0
20221001:1510,34197.6,224.91,128.37,5.18,18.36,19.28,4.9,0.0
20221001:1610,10586.4,76.54,57.7,1.91,8.05,18.91,4.34,0.0
20221001:1710,0.0,0.0,0.0,0.0,0.0,18.66,4.07,0.0
20221001:1810,0.0,0.0,0.0,0.0,0.0,18.64,4.21,0.0
20221001:1910,0.0,0.0,0.0,0.0,0.0,18.67,5.1,0.0
20221001:2010,0.0,0.0,0.0,0.0,0.0,18.89,4.76,0.0
20221001:2110,0.0,0.0,0.0,0.0,0.0,19.08,4.55,0.0
20221001:2210,0.0,0.0,0.0,0.0,0.0,19.13,4.62,0.0
20221001:2310,0.0,0.0,0.0,0.0,0.0,19.19,4.28,0.0
20221002:0010,0.0,0.0,0.0,0.0,0.0,19.24,3.79,0.0
20221002:0110,0.0,0.0,0.0,0.0,0.0,19.04,3.45,0.0
20221002:0210,0.0,0.0,0.0,0.0,0.0,18.9,3.31,0.0
20221002:0310,0.0,0.0,0.0,0.0,0.0,18.82,3.24,0.0
20221002:0410,0.0,0.0,0.0,0.0,0.0,18.77,3.1,0.0
20221002:0510,0.0,0.0,0.0,0.0,0.0,18.61,2.76,0.0
20221002:0610,2805.6,1.63,40.59,0.93,8.91,18.45,2.21,0.0
20221002:0710,2575.2,0.0,39.5,0.89,19.14,19.05,1.79,0.0
20221002:0810,6133.2,0.0,77.21,1.75,28.39,20.16,2.14,0.0
20221002:0910,4893.6,0.0,64.64,1.46,36.01,20.97,2.97,0.0
20221002:1010,4285.2,0.0,58.36,1.32,41.1,21.41,3.45,0.0
20221002:1110,11210.4,0.0,128.38,2.91,42.78,21.65,3.66,0.0
20221002:1210,18339.6,1.46,196.79,4.47,40.68,21.78,4.14,0.0
20221002:1310,19322.4,8.84,198.75,4.59,35.26,21.75,4.28,0.0
20221002:1410,23118.0,48.12,195.83,4.9,27.42,21.5,4.21,0.0
20221002:1510,29655.6,177.71,134.28,4.73,18.02,21.2,3.72,0.0
20221002:1610,3620.4,9.2,43.61,1.06,7.72,20.78,3.17,0.0
20221002:1710,0.0,0.0,0.0,0.0,0.0,20.19,2.41,0.0
20221002:1810,0.0,0.0,0.0,0.0,0.0,19.61,1.79,0.0
20221002:1910,0.0,0.0,0.0,0.0,0.0,19.0,1.66,0.0
20221002:2010,0.0,0.0,0.0,0.0,0.0,18.07,1.66,0.0
20221002:2110,0.0,0.0,0.0,0.0,0.0,17.61,1.66,0.0
20221002:2210,0.0,0.0,0.0,0.0,0.0,17.8,1.1,0.0
20221002:2310,0.0,0.0,0.0,0.0,0.0,17.68,1.17,0.0
20221003:0010,0.0,0.0,0.0,0.0,0.0,17.42,1.24,0.0
20221003:0110,0.0,0.0,0.0,0.0,0.0,17.81,1.03,0.0
20221003:0210,0.0,0.0,0.0,0.0,0.0,18.47,0.55,0.0
20221003:0310,0.0,0.0,0.0,0.0,0.0,17.11,1.03,0.0
20221003:0410,0.0,0.0,0.0,0.0,0.0,15.82,1.31,0.0
20221003:0510,0.0,0.0,0.0,0.0,0.0,15.38,1.52,0.0
20221003:0610,6164.4,23.42,56.72,1.48,8.69,15.53,1.59,0.0
20221003:0710,23914.8,107.74,145.25,4.33,18.9,17.89,0.83,0.0
20221003:0810,48350.4,298.32,204.89,7.8,28.12,19.43,0.62,0.0
20221003:0910,62528.4,416.52,249.62,10.2,35.7,20.38,0.34,0.0
20221003:1010,68088.0,442.83,291.23,11.38,40.74,21.3,0.48,0.0
20221003:1110,72412.8,495.94,292.71,12.05,42.4,22.02,0.55,0.0
20221003:1210,75956.4,583.87,245.0,12.19,40.29,22.56,0.83,0.0
20221003:1310,67917.6,519.43,213.31,10.67,34.88,22.82,0.76,0.0
20221003:1410,56226.0,440.11,157.08,8.45,27.05,22.89,0.9,0.0
20221003:1510,35317.2,266.36,112.25,5.24,17.68,22.86,1.03,0.0
20221003:1610,8775.6,62.83,53.59,1.65,7.39,22.33,1.17,0.0
20221003:1710,0.0,0.0,0.0,0.0,0.0,21.23,1.38,0.0
20221003:1810,0.0,0.0,0.0,0.0,0.0,19.7,1.59,0.0
20221003:1910,0.0,0.0,0.0,0.0,0.0,19.52,1.17,0.0
20221003:2010,0.0,0.0,0.0,0.0,0.0,17.99,1.66,0.0
20221003:2110,0.0,0.0,0.0,0.0,0.0,17.5,1.59,0.0
20221003:2210,0.0,0.0,0.0,0.0,0.0,16.68,1.66,0.0
20221003:2310,0.0,0.0,0.0,0.0,0.0,15.85,2.0,0.0
20221004:0010,0.0,0.0,0.0,0.0,0.0,15.38,1.93,0.0
20221004:0110,0.0,0.0,0.0,0.0,0.0,15.0,1.86,0.0
20221004:0210,0.0,0.0,0.0,0.0,0.0,14.61,1.93,0.0
20221004:0310,0.0,0.0,0.0,0.0,0.0,14.23,1.93,0.0
20221004:0410,0.0,0.0,0.0,0.0,0.0,13.9,1.93,0.0
20221004:0510,0.0,0.0,0.0,0.0,0.0,13.57,1.86,0.0
20221004:0610,11552.4,84.21,57.89,2.03,8.47,13.58,1.79,0.0
20221004:0710,38190.0,281.25,113.62,5.61,18.65,16.52,1.45,0.0
20221004:0810,60824.4,482.71,146.13,8.94,27.85,18.73,1.59,0.0
20221004:0910,74173.2,596.12,189.23,11.3,35.38,20.55,1.59,0.0
20221004:1010,84536.4,734.47,185.88,13.13,40.39,21.81,1.38,0.0
20221004:1110,85922.4,754.4,197.23,13.57,42.01,22.8,1.03,0.0
20221004:1210,76302.0,602.43,241.65,12.29,39.9,23.33,0.48,0.0
20221004:1310,65395.2,475.44,231.39,10.38,34.5,23.5,0.69,0.0
20221004:1410,41494.8,223.67,213.81,6.97,26.7,23.33,1.03,0.0
20221004:1510,12806.4,27.51,118.71,2.93,17.34,22.94,0.9,0.0
20221004:1610,2804.4,5.92,37.72,0.89,7.06,21.93,0.9,0.0
20221004:1710,0.0,0.0,0.0,0.0,0.0,20.33,1.03,0.0
20221004:1810,0.0,0.0,0.0,0.0,0.0,19.77,1.03,0.0
20221004:1910,0.0,0.0,0.0,0.0,0.0,19.17,1.17,0.0
20221004:2010,0.0,0.0,0.0,0.0,0.0,20.0,0.9,0.0
20221004:2110,0.0,0.0,0.0,0.0,0.0,19.59,0.62,0.0
20221004:2210,0.0,0.0,0.0,0.0,0.0,19.11,0.48,0.0
20221004:2310,0.0,0.0,0.0,0.0,0.0,18.68,0.55,0.0
20221005:0010,0.0,0.0,0.0,0.0,0.0,18.01,0.76,0.0
20221005:0110,0.0,0.0,0.0,0.0,0.0,16.5,0.97,0.0
20221005:0210,0.0,0.0,0.0,0.0,0.0,14.71,1.24,0.0
20221005:0310,0.0,0.0,0.0,0.0,0.0,13.89,1.38,0.0
20221005:0410,0.0,0.0,0.0,0.0,0.0,13.62,1.45,0.0
20221005:0510,0.0,0.0,0.0,0.0,0.0,13.32,1.45,0.0
20221005:0610,11614.8,86.58,56.51,1.99,8.25,13.41,1.45,0.0
20221005:0710,38119.2,284.89,109.8,5.53,18.41,16.56,1.31,0.0
20221005:0810,60620.4,488.5,140.99,8.86,27.57,18.38,1.1,0.0
20221005:0910,74973.6,634.49,167.51,11.36,35.06,19.94,0.9,0.0
20221005:1010,83564.4,751.0,173.5,13.07,40.03,21.38,0.55,0.0
20221005:1110,83527.2,729.58,204.02,13.29,41.62,22.26,0.41,0.0
20221005:1210,70008.0,481.54,277.14,11.4,39.5,22.74,0.76,0.0
20221005:1310,66938.4,497.08,219.02,10.36,34.12,22.87,1.17,0.0
20221005:1410,57238.8,454.7,148.9,8.35,26.34,22.72,1.45,0.0
20221005:1510,34537.2,257.79,110.74,5.0,17.0,22.34,1.52,0.0
20221005:1610,8133.6,59.47,49.94,1.48,6.74,21.61,1.24,0.0
20221005:1710,0.0,0.0,0.0,0.0,0.0,20.3,1.24,0.0
20221005:1810,0.0,0.0,0.0,0.0,0.0,18.94,1.1,0.0
20221005:1910,0.0,0.0,0.0,0.0,0.0,18.68,1.17,0.0
20221005:2010,0.0,0.0,0.0,0.0,0.0,19.49,0.76,0.0
20221005:2110,0.0,0.0,0.0,0.0,0.0,19.05,0.41,0.0
20221005:2210,0.0,0.0,0.0,0.0,0.0,18.67,0.28,0.0
20221005:2310,0.0,0.0,0.0,0.0,0.0,18.35,0.55,0.0
20221006:0010,0.0,0.0,0.0,0.0,0.0,18.12,0.69,0.0
20221006:0110,0.0,0.0,0.0,0.0,0.0,17.77,0.55,0.0
20221006:0210,0.0,0.0,0.0,0.0,0.0,17.36,0.55,0.0
20221006:0310,0.0,0.0,0.0,0.0,0.0,15.97,1.17,0.0
20221006:0410,0.0,0.0,0.0,0.0,0.0,13.79,1.52,0.0
20221006:0510,0.0,0.0,0.0,0.0,0.0,13.29,1.45,0.0
20221006:0610,11684.4,89.08,55.13,1.95,8.03,13.38,1.24,0.0
20221006:0710,38224.8,285.46,110.61,5.49,18.17,15.98,0.9,0.0
20221006:0810,58970.4,462.54,153.61,8.68,27.29,18.83,0.76,0.0
20221006:0910,74764.8,630.11,173.11,11.32,34.75,20.18,0.76,0.0
20221006:1010,80655.6,677.15,211.46,12.66,39.67,21.22,0.48,0.0
20221006:1110,84680.4,765.39,190.58,13.45,41.23,21.97,0.14,0.0
20221006:1210,79954.8,671.73,210.96,12.5,39.11,22.44,0.62,0.0
20221006:1310,71719.2,585.83,187.28,10.83,33.74,22.61,1.03,0.0
20221006:1410,55957.2,432.56,157.98,8.17,25.98,22.51,1.24,0.0
20221006:1510,27967.2,170.01,129.66,4.39,16.66,22.16,1.52,0.0
20221006:1610,3723.6,14.95,40.4,1.0,6.41,21.44,1.72,0.0
20221006:1710,0.0,0.0,0.0,0.0,0.0,20.39,1.93,0.0
20221006:1810,0.0,0.0,0.0,0.0,0.0,19.41,1.93,0.0
20221006:1910,0.0,0.0,0.0,0.0,0.0,18.22,1.59,0.0
20221006:2010,0.0,0.0,0.0,0.0,0.0,17.06,1.66,0.0
20221006:2110,0.0,0.0,0.0,0.0,0.0,16.22,1.86,0.0
20221006:2210,0.0,0.0,0.0,0.0,0.0,15.71,1.86,0.0
20221006:2310,0.0,0.0,0.0,0.0,0.0,15.36,1.79,0.0
20221007:0010,0.0,0.0,0.0,0.0,0.0,14.89,1.72,0.0
20221007:0110,0.0,0.0,0.0,0.0,0.0,14.64,1.59,0.0
20221007:0210,0.0,0.0,0.0,0.0,0.0,14.37,1.52,0.0
20221007:0310,0.0,0.0,0.0,0.0,0.0,13.87,1.59,0.0
20221007:0410,0.0,0.0,0.0,0.0,0.0,13.4,1.66,0.0
20221007:0510,0.0,0.0,0.0,0.0,0.0,12.81,1.86,0.0
20221007:0610,11377.2,86.1,54.13,1.87,7.8,12.71,1.93,0.0
20221007:0710,36675.6,260.47,117.35,5.26,17.92,15.84,1.59,0.0
20221007:0810,60235.2,477.42,145.49,8.66,27.02,19.17,1.72,0.0
20221007:0910,74565.6,613.64,177.83,11.12,34.43,20.71,1.52,0.0
20221007:1010,83518.8,726.4,186.46,12.8,39.31,21.98,1.17,0.0
20221007:1110,85699.2,798.65,173.82,13.53,40.85,22.83,0.21,0.0
20221007:1210,80786.4,694.28,198.27,12.5,38.72,23.24,0.83,0.0
20221007:1310,72595.2,602.53,178.04,10.81,33.37,23.31,1.45,0.0
20221007:1410,56488.8,444.69,151.19,8.13,25.63,23.15,1.59,0.0
20221007:1510,32696.4,235.25,114.96,4.71,16.33,22.82,1.59,0.0
20221007:1610,6870.0,49.01,46.06,1.28,6.09,22.11,1.72,0.0
20221007:1710,0.0,0.0,0.0,0.0,0.0,20.89,1.79,0.0
20221007:1810,0.0,0.0,0.0,0.0,0.0,19.41,1.72,0.0
20221007:1910,0.0,0.0,0.0,0.0,0.0,18.35,1.38,0.0
20221007:2010,0.0,0.0,0.0,0.0,0.0,17.49,1.45,0.0
20221007:2110,0.0,0.0,0.0,0.0,0.0,17.54,1.31,0.0
20221007:2210,0.0,0.0,0.0,0.0,0.0,18.35,1.03,0.0
20221007:2310,0.0,0.0,0.0,0.0,0.0,18.05,0.9,0.0
20221008:0010,0.0,0.0,0.0,0.0,0.0,17.64,0.83,0.0
20221008:0110,0.0,0.0,0.0,0.0,0.0,17.26,0.69,0.0
20221008:0210,0.0,0.0,0.0,0.0,0.0,16.92,0.69,0.0
20221008:0310,0.0,0.0,0.0,0.0,0.0,16.08,1.03,0.0
20221008:0410,0.0,0.0,0.0,0.0,0.0,15.03,1.17,0.0
20221008:0510,0.0,0.0,0.0,0.0,0.0,15.25,1.1,0.0
20221008:0610,11110.8,84.86,53.39,1.81,7.58,13.91,1.38,0.0
20221008:0710,36429.6,260.71,114.47,5.16,17.68,15.72,1.59,0.0
20221008:0810,58680.0,450.87,152.93,8.39,26.74,18.58,1.79,0.0
20221008:0910,71850.0,559.04,196.96,10.69,34.11,19.93,1.59,0.0
20221008:1010,84301.2,743.2,174.02,12.74,38.95,21.0,1.17,0.0
20221008:1110,84141.6,720.96,203.4,12.94,40.46,21.7,0.97,0.0
20221008:1210,77625.6,611.0,227.68,11.89,38.34,22.13,1.31,0.0
20221008:1310,47874.0,231.16,267.87,8.19,32.99,22.11,1.66,0.0
20221008:1410,52245.6,374.25,171.24,7.6,25.27,21.98,1.72,0.0
20221008:1510,30732.0,211.45,116.45,4.45,15.99,21.52,1.52,0.0
20221008:1610,6500.4,48.93,42.2,1.18,5.77,20.9,0.83,0.0
20221008:1710,0.0,0.0,0.0,0.0,0.0,20.15,0.41,0.0
20221008:1810,0.0,0.0,0.0,0.0,0.0,19.71,0.14,0.0
20221008:1910,0.0,0.0,0.0,0.0,0.0,19.77,0.55,0.0
20221008:2010,0.0,0.0,0.0,0.0,0.0,19.41,0.28,0.0
20221008:2110,0.0,0.0,0.0,0.0,0.0,18.97,0.34,0.0
20221008:2210,0.0,0.0,0.0,0.0,0.0,17.49,1.1,0.0
20221008:2310,0.0,0.0,0.0,0.0,0.0,14.84,1.66,0.0
20221009:0010,0.0,0.0,0.0,0.0,0.0,14.47,1.86,0.0
20221009:0110,0.0,0.0,0.0,0.0,0.0,14.58,1.79,0.0
20221009:0210,0.0,0.0,0.0,0.0,0.0,14.39,1.72,0.0
20221009:0310,0.0,0.0,0.0,0.0,0.0,14.07,1.79,0.0
20221009:0410,0.0,0.0,0.0,0.0,0.0,14.04,1.86,0.0
20221009:0510,0.0,0.0,0.0,0.0,0.0,13.96,1.66,0.0
20221009:0610,2935.2,5.97,37.69,0.89,7.35,14.04,1.79,0.0
20221009:0710,26006.4,137.86,133.09,4.21,17.43,16.54,2.07,0.0
20221009:0810,24715.2,62.33,195.11,4.98,26.46,18.48,2.21,0.0
20221009:0910,10908.0,0.0,124.79,2.82,33.79,20.02,2.21,0.0
20221009:1010,39127.2,112.06,292.48,7.66,38.6,21.11,2.28,0.0
20221009:1110,43927.2,145.42,310.49,8.37,40.08,21.68,2.0,0.0
20221009:1210,47916.0,198.43,301.75,8.66,37.95,22.11,1.59,0.0
20221009:1310,29408.4,69.88,240.71,6.08,32.62,22.46,1.17,0.0
20221009:1410,39380.4,217.16,196.92,6.38,24.92,22.41,0.83,0.0
20221009:1510,20956.8,106.55,122.36,3.58,15.66,22.1,0.83,0.0
20221009:1610,3793.2,24.44,33.71,0.91,5.45,21.3,0.83,0.0
20221009:1710,0.0,0.0,0.0,0.0,0.0,20.2,1.31,0.0
20221009:1810,0.0,0.0,0.0,0.0,0.0,18.97,1.24,0.0
20221009:1910,0.0,0.0,0.0,0.0,0.0,18.86,1.24,0.0
20221009:2010,0.0,0.0,0.0,0.0,0.0,17.88,1.59,0.0
20221009:2110,0.0,0.0,0.0,0.0,0.0,17.59,1.59,0.0
20221009:2210,0.0,0.0,0.0,0.0,0.0,17.4,2.41,0.0
20221009:2310,0.0,0.0,0.0,0.0,0.0,17.23,2.48,0.0
20221010:0010,0.0,0.0,0.0,0.0,0.0,16.79,2.28,0.0
20221010:0110,0.0,0.0,0.0,0.0,0.0,16.56,2.55,0.0
20221010:0210,0.0,0.0,0.0,0.0,0.0,15.92,2.14,0.0
20221010:0310,0.0,0.0,0.0,0.0,0.0,15.68,1.86,0.0
20221010:0410,0.0,0.0,0.0,0.0,0.0,15.5,1.93,0.0
20221010:0510,0.0,0.0,0.0,0.0,0.0,15.52,2.0,0.0
20221010:0610,32.4,0.0,6.28,0.14,7.13,15.39,1.93,0.0
20221010:0710,15225.6,43.26,122.55,3.13,17.18,16.97,1.66,0.0
20221010:0810,26002.8,75.48,196.71,5.12,26.18,19.28,1.17,0.0
20221010:0910,55599.6,324.4,256.1,8.94,33.47,20.2,1.03,0.0
20221010:1010,65130.0,396.34,286.05,10.4,38.24,20.51,1.66,0.0
20221010:1110,76267.2,551.89,258.31,11.68,39.7,20.92,1.79,0.0
20221010:1210,27117.6,36.88,248.63,5.97,37.57,21.24,1.66,0.0
20221010:1310,13790.4,1.57,152.82,3.48,32.25,21.31,1.03,0.0
20221010:1410,26247.6,87.75,189.53,5.02,24.58,21.37,1.17,0.0
20221010:1510,8438.4,10.65,90.59,2.13,15.33,21.23,1.24,0.0
20221010:1610,3940.8,28.28,32.2,0.89,5.14,20.76,0.76,0.0
20221010:1710,0.0,0.0,0.0,0.0,0.0,19.72,1.24,0.0
20221010:1810,0.0,0.0,0.0,0.0,0.0,18.54,1.66,0.0
20221010:1910,0.0,0.0,0.0,0.0,0.0,17.91,1.31,0.0
20221010:2010,0.0,0.0,0.0,0.0,0.0,18.75,0.97,0.0
20221010:2110,0.0,0.0,0.0,0.0,0.0,18.31,1.03,0.0
20221010:2210,0.0,0.0,0.0,0.0,0.0,16.36,1.31,0.0
20221010:2310,0.0,0.0,0.0,0.0,0.0,15.6,1.52,0.0
20221011:0010,0.0,0.0,0.0,0.0,0.0,15.22,1.72,0.0
20221011:0110,0.0,0.0,0.0,0.0,0.0,14.96,1.72,0.0
20221011:0210,0.0,0.0,0.0,0.0,0.0,14.77,1.66,0.0
20221011:0310,0.0,0.0,0.0,0.0,0.0,14.48,1.66,0.0
20221011:0410,0.0,0.0,0.0,0.0,0.0,14.22,1.79,0.0
20221011:0510,0.0,0.0,0.0,0.0,0.0,13.95,2.0,0.0
20221011:0610,8557.2,59.39,49.84,1.46,6.9,13.98,2.07,0.0
20221011:0710,33920.4,234.45,116.11,4.76,16.93,16.48,1.86,0.0
20221011:0810,54238.8,388.85,167.98,7.74,25.9,18.83,1.86,0.0
20221011:0910,71144.4,554.51,190.27,10.32,33.15,20.14,1.93,0.0
20221011:1010,80575.2,658.32,202.79,11.93,37.88,21.29,1.86,0.0
20221011:1110,0.0,0.0,0.0,0.0,0.0,22.17,1.03,0.0
